sample_id,split,class_index
8927,train,4
10381,train,1
8475,train,3
5605,train,3
14654,train,3
2991,train,4
9302,train,1
7628,train,3
8942,train,1
12218,train,3
761,train,1
11012,train,4
7927,train,2
1358,train,1
1028,train,4
2733,train,1
4893,train,1
8610,train,1
7567,train,3
7227,train,2
8510,train,4
12939,train,2
12395,train,4
4284,train,1
828,train,3
1893,train,4
9907,train,3
11454,train,1
12575,train,4
5383,train,2
4132,train,1
13505,train,1
6934,train,4
13214,train,2
103,train,4
697,train,3
7989,train,2
4493,train,2
3708,train,2
5129,train,2
1251,train,1
7272,train,1
219,train,4
599,train,1
5848,train,2
7940,train,4
3442,train,1
10450,train,1
1672,train,4
8065,train,3
13059,train,2
9552,train,4
12674,train,4
7360,train,1
3834,train,3
6466,train,4
10655,train,3
1429,train,3
5320,train,4
11542,train,1
9456,train,4
1799,train,1
12238,train,2
12144,train,1
1171,train,1
2514,train,1
5742,train,3
873,train,3
12055,train,4
4817,train,1
10016,train,3
6679,train,2
12730,train,2
9934,train,2
9323,train,2
12213,train,4
2434,train,3
8402,train,1
12841,train,1
1323,train,3
11087,train,3
3797,train,3
6771,train,4
6037,train,3
729,train,1
4492,train,2
4354,train,2
12304,train,2
2521,train,1
1024,train,1
7274,train,3
7100,train,3
1163,train,2
3059,train,4
476,train,2
11638,train,1
4516,train,4
13277,train,2
13768,train,2
9555,train,2
11816,train,2
2379,train,2
8806,train,1
11937,train,4
8602,train,2
9480,train,2
797,train,2
5844,train,3
4211,train,4
2950,train,4
11627,train,4
1568,train,1
10743,train,3
3888,train,1
7825,train,4
9646,train,1
1374,train,3
1756,train,1
1636,train,1
5664,train,2
6917,train,3
2908,train,3
2876,train,3
6208,train,2
7417,train,4
8141,train,2
11261,train,3
2548,train,1
3168,train,3
6480,train,1
12974,train,1
13228,train,2
1192,train,2
8373,train,2
13141,train,1
11612,train,1
12206,train,4
814,train,2
6002,train,2
308,train,4
6498,train,1
11961,train,4
5589,train,1
9276,train,3
10428,train,3
13063,train,2
9024,train,1
8710,train,2
8218,train,1
10394,train,1
10747,train,3
11713,train,3
12303,train,2
2650,train,3
1907,train,2
4229,train,1
12527,train,2
3326,train,1
7732,train,3
4021,train,4
5710,train,1
13543,train,1
566,train,2
2469,train,1
10021,train,4
12640,train,2
4313,train,4
11649,train,1
10780,train,1
2144,train,1
7864,train,2
6234,train,3
9967,train,4
7901,train,4
2538,train,1
433,train,4
7949,train,1
572,train,1
45,train,3
520,train,1
2474,train,1
12420,train,1
11255,train,1
6740,train,1
13892,train,2
9808,train,4
7031,train,3
3000,train,4
3285,train,2
12147,train,4
1970,train,4
8404,train,1
8833,train,4
1386,train,3
2583,train,1
8420,train,4
13315,train,2
3254,train,4
1862,train,4
4428,train,4
6959,train,1
8035,train,2
9928,train,2
10483,train,1
5947,train,2
9945,train,4
3823,train,4
3864,train,3
1327,train,4
1984,train,3
2705,train,1
12446,train,2
11187,train,3
5825,train,2
6506,train,1
163,train,4
193,train,4
8293,train,2
14618,train,3
5094,train,3
13212,train,1
11081,train,2
5640,train,3
13554,train,1
523,train,1
4004,train,4
12978,train,4
4587,train,1
10143,train,4
2938,train,2
10196,train,1
12922,train,1
3717,train,4
807,train,3
9074,train,3
393,train,4
3613,train,3
5771,train,1
687,train,2
2465,train,1
5332,train,4
3132,train,2
1524,train,2
6853,train,3
635,train,1
6046,train,3
11758,train,3
13500,train,2
1951,train,4
10990,train,1
13101,train,1
3238,train,1
7127,train,2
2477,train,1
2696,train,3
8700,train,3
3940,train,2
14538,train,3
10787,train,1
7798,train,4
8224,train,2
9728,train,4
12166,train,1
11396,train,3
10644,train,2
10209,train,3
4415,train,1
13066,train,1
1940,train,1
9346,train,3
3650,train,3
5082,train,1
12263,train,2
11328,train,3
3252,train,1
8447,train,3
3795,train,3
2312,train,2
7703,train,1
4883,train,1
4934,train,3
6202,train,3
7801,train,2
2924,train,4
9288,train,3
7392,train,1
330,train,4
10366,train,3
9218,train,4
3265,train,1
10011,train,3
6338,train,2
12265,train,4
319,train,4
8153,train,1
4974,train,1
2081,train,4
3329,train,3
12336,train,4
1437,train,4
10931,train,3
9318,train,1
9827,train,4
6264,train,2
13270,train,2
5902,train,1
13411,train,1
6905,train,3
685,train,1
7833,train,4
2655,train,1
9839,train,2
7807,train,3
5849,train,2
9591,train,3
2557,train,1
11857,train,3
704,train,2
9864,train,4
8028,train,4
13276,train,1
13467,train,2
1058,train,2
9333,train,1
9913,train,1
3760,train,2
13026,train,1
8321,train,3
9733,train,1
4163,train,3
10467,train,2
9598,train,2
3966,train,4
3979,train,3
2877,train,4
9263,train,2
8067,train,3
5162,train,4
6474,train,1
12994,train,4
560,train,2
12191,train,3
3929,train,3
1986,train,4
1667,train,3
7339,train,2
7895,train,4
8626,train,4
6499,train,3
7060,train,1
5937,train,2
3922,train,4
4832,train,3
9076,train,4
7548,train,4
1971,train,4
5886,train,3
2142,train,1
11575,train,3
4025,train,4
1670,train,4
9944,train,3
4416,train,1
10580,train,4
1413,train,4
6013,train,2
10224,train,3
8286,train,1
2299,train,2
1092,train,4
2127,train,2
6245,train,3
5502,train,4
5919,train,1
1729,train,1
8951,train,3
710,train,2
8855,train,2
6736,train,2
10597,train,2
10905,train,3
12364,train,2
12267,train,3
10227,train,2
3946,train,3
2333,train,1
9337,train,2
404,train,4
1692,train,4
11094,train,1
7428,train,1
6076,train,3
13268,train,2
4535,train,2
10774,train,2
3735,train,3
6768,train,4
4161,train,3
9342,train,1
3534,train,2
9375,train,4
5014,train,4
2973,train,3
3947,train,3
459,train,2
6396,train,1
10337,train,2
5631,train,3
11164,train,1
8668,train,1
4160,train,3
2041,train,2
3898,train,3
3683,train,1
2413,train,3
419,train,4
923,train,4
1679,train,2
11652,train,4
3733,train,4
3062,train,4
2584,train,3
2478,train,3
9704,train,4
1046,train,1
11264,train,4
11160,train,4
11709,train,2
8149,train,1
7174,train,1
4562,train,4
5432,train,2
12450,train,1
2387,train,4
1920,train,4
8211,train,2
7953,train,3
12114,train,2
7422,train,3
7255,train,4
8127,train,1
12914,train,2
7203,train,1
11303,train,3
8722,train,4
11111,train,4
14608,train,3
13205,train,2
13483,train,2
2082,train,4
4203,train,4
12146,train,4
4241,train,3
3549,train,4
3157,train,1
12933,train,1
10377,train,2
611,train,1
9364,train,2
13303,train,1
5137,train,4
2253,train,2
4165,train,3
12747,train,1
9661,train,4
10234,train,4
7741,train,1
12724,train,2
13186,train,3
686,train,3
9394,train,4
7799,train,1
4059,train,4
1865,train,1
5880,train,2
9636,train,3
10295,train,3
8078,train,4
13252,train,2
4123,train,4
7155,train,3
6232,train,1
5618,train,1
12493,train,1
6871,train,4
10316,train,3
47,train,3
2933,train,3
9785,train,1
11623,train,3
9023,train,1
6724,train,2
4549,train,2
272,train,4
4715,train,1
7924,train,3
9737,train,2
12355,train,4
6103,train,2
5989,train,1
9974,train,3
2345,train,3
6261,train,2
12378,train,4
7296,train,4
5486,train,3
3666,train,2
2481,train,1
7913,train,4
6925,train,3
5624,train,1
7354,train,4
12675,train,2
4099,train,1
7275,train,3
4156,train,2
725,train,3
3999,train,4
7759,train,3
6495,train,3
3012,train,4
2303,train,3
5064,train,3
6445,train,2
9420,train,4
8491,train,1
3119,train,1
6754,train,2
11481,train,1
13254,train,2
9936,train,1
7561,train,4
6053,train,2
12637,train,1
5714,train,2
2534,train,4
9094,train,1
11934,train,4
6929,train,2
2405,train,1
734,train,1
13035,train,2
11008,train,3
4120,train,4
11431,train,4
9033,train,4
8282,train,1
2915,train,2
89,train,4
4881,train,3
1306,train,2
9043,train,4
10806,train,1
7092,train,4
1610,train,3
12056,train,2
5758,train,4
5654,train,4
246,train,4
9421,train,4
7040,train,2
87,train,4
1735,train,2
2852,train,2
5593,train,1
3002,train,4
10948,train,4
12430,train,2
2077,train,4
11850,train,1
1836,train,4
13247,train,1
7736,train,4
3569,train,3
5913,train,2
10297,train,3
3660,train,3
8112,train,1
1271,train,4
2052,train,3
7617,train,3
907,train,1
7002,train,2
9032,train,3
3871,train,1
10356,train,1
1487,train,1
5556,train,2
11964,train,3
6982,train,3
9272,train,4
10365,train,3
10631,train,3
4995,train,1
6775,train,2
7958,train,4
5984,train,4
10578,train,4
11730,train,1
4095,train,1
5704,train,2
10309,train,1
11523,train,3
2939,train,1
10717,train,4
7863,train,4
10798,train,3
3459,train,2
7753,train,2
11640,train,1
9759,train,2
7613,train,3
10740,train,4
822,train,3
1003,train,1
12275,train,2
11970,train,3
7678,train,3
134,train,4
3574,train,2
2925,train,3
6422,train,1
4607,train,3
12967,train,2
10777,train,3
2553,train,4
10072,train,3
11868,train,3
5415,train,2
12890,train,1
9658,train,4
5330,train,4
2380,train,1
9358,train,2
12515,train,4
9669,train,2
11217,train,2
4049,train,4
8519,train,2
11941,train,2
6242,train,1
12334,train,4
5677,train,1
5547,train,2
8865,train,3
203,train,4
5285,train,3
13871,train,2
8095,train,2
13003,train,4
12876,train,2
11061,train,4
8093,train,4
3519,train,3
6684,train,1
9287,train,3
5371,train,3
12578,train,4
400,train,4
483,train,2
9531,train,3
11759,train,4
11516,train,4
3629,train,2
110,train,4
4329,train,4
12217,train,3
4690,train,1
5315,train,4
46,train,3
14467,train,3
7739,train,1
600,train,1
7587,train,1
1603,train,3
13062,train,2
7130,train,1
12444,train,4
1884,train,3
170,train,4
5628,train,1
8496,train,1
12851,train,2
5278,train,4
14189,train,3
751,train,1
11319,train,1
10590,train,4
4697,train,3
9851,train,4
356,train,4
8894,train,2
7113,train,1
2137,train,1
3541,train,1
8284,train,1
9802,train,4
4470,train,2
10492,train,3
13675,train,3
9264,train,4
6331,train,1
5436,train,2
4601,train,1
6753,train,2
4262,train,3
461,train,2
11284,train,3
14012,train,2
4998,train,3
701,train,3
1250,train,2
13875,train,2
9659,train,4
12020,train,3
8233,train,3
6930,train,2
11056,train,3
2150,train,1
7363,train,1
7048,train,1
13745,train,1
12140,train,1
10610,train,4
12958,train,1
8349,train,3
4261,train,3
7257,train,2
4664,train,3
10012,train,3
12233,train,3
4293,train,2
1205,train,2
10773,train,4
1657,train,4
10073,train,4
12205,train,2
10657,train,3
13643,train,2
8816,train,4
13889,train,2
11223,train,2
4170,train,1
12177,train,4
7923,train,3
4889,train,3
4773,train,3
11515,train,1
9889,train,2
841,train,1
14330,train,3
10325,train,2
1537,train,3
7404,train,3
5053,train,2
9929,train,2
7758,train,1
5488,train,2
6660,train,4
8554,train,3
7187,train,2
7477,train,1
6117,train,2
6859,train,3
3472,train,3
13014,train,2
13691,train,3
4462,train,1
6436,train,2
13994,train,2
7290,train,4
12419,train,2
1977,train,1
9293,train,2
4662,train,3
6048,train,1
3410,train,3
11017,train,1
2718,train,2
13180,train,1
8296,train,3
8330,train,2
13080,train,2
12253,train,2
510,train,1
11591,train,1
13639,train,1
13128,train,2
9975,train,3
11113,train,4
5523,train,3
9787,train,3
4499,train,3
11359,train,4
12320,train,3
12968,train,2
970,train,4
231,train,4
9062,train,2
11233,train,2
9348,train,1
6767,train,4
3502,train,2
12366,train,1
7834,train,2
544,train,3
2468,train,1
376,train,4
7297,train,4
11484,train,3
11790,train,4
256,train,4
11023,train,3
6265,train,2
7098,train,3
12929,train,2
6834,train,2
13224,train,2
8044,train,3
4776,train,4
3544,train,3
810,train,4
8312,train,2
4392,train,1
1512,train,4
2322,train,3
4405,train,2
12582,train,4
9962,train,1
1807,train,2
8924,train,3
6952,train,4
7755,train,1
11927,train,3
3672,train,2
2449,train,3
6247,train,3
11856,train,3
5160,train,3
8156,train,3
5476,train,3
9203,train,3
12571,train,1
2419,train,2
10508,train,4
13791,train,3
4725,train,2
6358,train,1
10919,train,3
3478,train,2
7976,train,3
4399,train,4
6559,train,1
11826,train,1
13656,train,2
4669,train,3
845,train,3
9673,train,1
4237,train,4
7309,train,1
7754,train,1
11662,train,3
9177,train,3
5262,train,3
11992,train,1
8453,train,1
9045,train,4
3073,train,3
10188,train,4
43,train,3
11091,train,4
540,train,1
13546,train,2
10453,train,3
13447,train,1
5381,train,2
12119,train,3
5307,train,2
7823,train,3
10675,train,2
6071,train,1
12698,train,2
6469,train,1
11062,train,3
4304,train,2
7875,train,1
8261,train,4
8005,train,4
818,train,1
12999,train,1
3207,train,1
2976,train,4
5761,train,2
12507,train,3
4928,train,4
8160,train,1
12087,train,3
1083,train,1
8935,train,4
8331,train,1
5730,train,4
7531,train,4
5379,train,4
9837,train,1
9560,train,2
5146,train,1
14488,train,3
6655,train,3
12110,train,2
6638,train,3
1674,train,3
286,train,4
12256,train,3
10645,train,3
10898,train,2
12804,train,2
13166,train,4
250,train,4
8698,train,4
5997,train,4
1257,train,3
4533,train,2
10744,train,3
1331,train,3
11917,train,3
6345,train,4
5684,train,4
3896,train,4
4657,train,1
10781,train,1
8533,train,3
481,train,2
3133,train,2
9571,train,4
8047,train,4
13936,train,3
12390,train,1
13,train,3
7645,train,1
6126,train,3
597,train,2
12551,train,1
7388,train,3
3483,train,1
8235,train,4
13285,train,1
8808,train,4
8759,train,1
4209,train,4
8468,train,2
1043,train,2
9911,train,1
836,train,4
5774,train,3
3969,train,3
12767,train,2
9992,train,4
13147,train,3
5552,train,2
11683,train,1
3951,train,3
8748,train,1
7028,train,2
8819,train,4
10055,train,4
8,train,3
11618,train,2
6163,train,2
9685,train,3
6973,train,1
7619,train,4
10272,train,1
2896,train,3
13184,train,1
8405,train,1
13449,train,1
11562,train,4
8009,train,4
6935,train,4
8873,train,2
2864,train,3
2738,train,1
10242,train,4
13142,train,1
5749,train,2
8114,train,1
9464,train,2
6107,train,3
898,train,4
9025,train,1
7,train,3
4737,train,1
876,train,3
8109,train,2
2030,train,4
9226,train,4
11296,train,1
7341,train,1
13078,train,1
7156,train,3
679,train,1
363,train,4
1063,train,4
7585,train,3
6404,train,1
5945,train,1
3827,train,3
9515,train,3
1876,train,3
12438,train,2
2651,train,3
11162,train,4
13371,train,1
2284,train,3
11068,train,3
6014,train,1
10160,train,2
3606,train,1
3286,train,2
12701,train,1
5341,train,1
11549,train,2
8751,train,1
11043,train,2
11385,train,2
1995,train,4
13615,train,3
9476,train,4
14276,train,3
345,train,4
10308,train,1
7795,train,1
7604,train,1
10820,train,4
9260,train,3
2200,train,3
9582,train,4
10819,train,1
583,train,1
14452,train,3
5623,train,1
9486,train,3
3375,train,2
6966,train,2
545,train,3
1215,train,1
6524,train,2
6420,train,1
12656,train,2
1993,train,3
8704,train,4
12211,train,4
10520,train,1
11840,train,1
3927,train,4
10332,train,4
3662,train,4
5587,train,1
8836,train,4
8702,train,3
10270,train,2
7813,train,2
6591,train,1
13631,train,2
3373,train,1
3067,train,2
3676,train,2
7954,train,4
6846,train,1
2604,train,4
12061,train,3
9132,train,2
4978,train,3
7184,train,2
9412,train,4
605,train,2
1014,train,1
384,train,4
11804,train,4
6028,train,3
8163,train,2
11026,train,3
5319,train,4
5000,train,3
12895,train,3
2652,train,2
1504,train,4
8452,train,2
4147,train,4
12093,train,4
12960,train,3
10255,train,2
7737,train,2
12006,train,3
1833,train,2
1444,train,3
9273,train,3
7056,train,3
1502,train,4
4864,train,2
9038,train,3
3239,train,2
8622,train,3
1513,train,4
4257,train,4
12032,train,4
3973,train,3
11280,train,3
2306,train,3
7624,train,2
9891,train,4
1304,train,2
4618,train,4
6766,train,3
11893,train,4
6728,train,1
4009,train,3
1000,train,4
6851,train,1
4398,train,4
7268,train,1
2027,train,1
13279,train,4
1602,train,1
6954,train,2
10082,train,4
5309,train,1
11536,train,3
4294,train,2
8946,train,1
3420,train,1
1053,train,4
10797,train,3
1822,train,2
2715,train,4
1333,train,3
10197,train,2
4397,train,4
6988,train,4
2447,train,1
12214,train,4
869,train,1
7080,train,2
30,train,3
1218,train,1
3384,train,3
242,train,4
167,train,4
6286,train,1
11617,train,2
7903,train,3
10956,train,1
1431,train,4
2135,train,2
11859,train,1
4770,train,3
10729,train,4
1350,train,2
1866,train,1
8532,train,2
1550,train,2
7929,train,1
3064,train,2
7047,train,1
6503,train,4
5121,train,4
2389,train,1
7846,train,4
3706,train,4
3682,train,1
6316,train,1
1011,train,4
3402,train,2
792,train,1
11589,train,2
12353,train,2
11563,train,4
1553,train,1
2770,train,4
4026,train,4
11706,train,2
3075,train,3
8629,train,3
7611,train,1
5348,train,3
966,train,4
4764,train,4
6688,train,2
9301,train,2
5607,train,4
3184,train,1
805,train,2
6888,train,2
3195,train,3
6251,train,2
13818,train,3
2230,train,3
176,train,4
5363,train,3
2235,train,2
6882,train,1
10358,train,2
5986,train,2
8954,train,3
7420,train,3
13861,train,3
2606,train,1
10090,train,2
3915,train,4
7786,train,4
8527,train,3
4311,train,4
4276,train,4
3159,train,3
767,train,2
7835,train,3
7280,train,2
5059,train,4
9739,train,3
6332,train,3
7544,train,2
12642,train,4
7782,train,3
2152,train,4
650,train,2
2016,train,3
11716,train,2
4899,train,2
12117,train,2
12452,train,4
3854,train,2
8998,train,2
9765,train,3
2753,train,2
8962,train,2
1266,train,2
12917,train,3
479,train,2
2484,train,2
9431,train,1
11311,train,1
8739,train,1
2775,train,1
2884,train,1
2070,train,3
8990,train,2
6059,train,2
5612,train,2
1056,train,1
6095,train,1
982,train,1
8505,train,1
13506,train,1
4199,train,4
11407,train,2
9533,train,4
6430,train,3
1948,train,2
11626,train,3
8857,train,1
4324,train,3
3161,train,1
3880,train,3
10284,train,2
3752,train,4
11179,train,4
8712,train,1
11178,train,4
5326,train,1
8018,train,1
14664,train,3
11783,train,2
9575,train,4
9178,train,1
5573,train,4
11209,train,3
7621,train,4
10387,train,1
6288,train,3
7119,train,2
3469,train,2
14480,train,3
10105,train,2
5764,train,2
5729,train,1
2978,train,4
7702,train,2
7475,train,1
4846,train,1
9933,train,2
9151,train,4
2867,train,3
3022,train,2
2320,train,3
12108,train,4
9720,train,4
3878,train,1
7281,train,2
11686,train,1
12548,train,2
6912,train,2
4116,train,4
2953,train,3
11224,train,3
9953,train,1
11705,train,2
13261,train,3
809,train,4
8619,train,1
1576,train,1
12098,train,4
12866,train,4
6693,train,2
5215,train,2
3014,train,4
4460,train,2
11197,train,2
4310,train,4
6167,train,1
3513,train,2
13696,train,2
3111,train,4
7483,train,1
5260,train,3
9407,train,4
12497,train,3
2779,train,3
106,train,4
2535,train,4
8070,train,2
2778,train,3
9047,train,4
11667,train,4
12433,train,4
4918,train,2
6416,train,1
8684,train,4
1598,train,2
10495,train,3
13194,train,2
1607,train,1
2766,train,1
7435,train,1
1235,train,4
13537,train,3
7871,train,4
8605,train,4
1212,train,1
13301,train,2
6185,train,2
7030,train,3
14023,train,2
12604,train,3
3849,train,4
7896,train,2
12979,train,2
10438,train,1
8314,train,1
6178,train,2
9238,train,1
11909,train,3
4959,train,1
4836,train,2
2462,train,3
11796,train,4
1534,train,3
1858,train,2
4155,train,2
3117,train,1
754,train,1
12129,train,4
7022,train,4
3240,train,4
11657,train,3
8621,train,4
9460,train,4
4950,train,4
2819,train,3
1772,train,4
3759,train,2
3671,train,2
12691,train,3
13132,train,1
12844,train,3
9445,train,3
12921,train,1
5598,train,3
8347,train,1
10892,train,1
7948,train,1
10769,train,4
8854,train,1
4308,train,1
5680,train,4
9246,train,3
9823,train,4
6194,train,2
10275,train,2
95,train,4
6172,train,2
4659,train,4
14051,train,2
1525,train,1
732,train,3
1776,train,3
2582,train,1
728,train,2
10489,train,1
8245,train,1
10504,train,4
6270,train,2
13635,train,3
2145,train,3
10482,train,1
825,train,4
8034,train,2
13429,train,4
2641,train,1
12220,train,3
6654,train,1
354,train,4
9640,train,4
1116,train,3
2680,train,3
6381,train,2
9829,train,2
3493,train,1
12033,train,2
7655,train,4
9714,train,3
10141,train,4
12704,train,3
9402,train,4
125,train,4
1035,train,3
8390,train,2
12402,train,4
11679,train,2
1945,train,4
11508,train,2
6125,train,2
9492,train,3
7728,train,2
13008,train,2
2491,train,1
2546,train,1
9792,train,4
4825,train,2
12563,train,3
6281,train,1
4207,train,4
1168,train,4
6322,train,2
2326,train,4
6519,train,4
2188,train,2
7717,train,2
6226,train,3
12928,train,2
12845,train,3
3142,train,4
10677,train,1
6706,train,2
4714,train,1
10027,train,1
8795,train,2
156,train,4
8774,train,3
5093,train,2
14600,train,3
5097,train,3
3994,train,3
9779,train,3
4766,train,4
9430,train,3
12270,train,4
4900,train,2
13609,train,3
13759,train,3
12973,train,1
8337,train,2
3901,train,3
5409,train,3
7960,train,4
1430,train,4
2555,train,1
5454,train,2
12535,train,3
872,train,3
4242,train,4
9369,train,4
10263,train,2
12291,train,4
11139,train,3
11889,train,3
5627,train,1
7179,train,1
10585,train,4
4252,train,4
13446,train,1
2977,train,4
3403,train,2
11185,train,4
13346,train,2
10244,train,3
5004,train,3
10395,train,1
9564,train,1
1227,train,2
7488,train,2
12965,train,2
12819,train,2
5487,train,2
109,train,4
12047,train,3
7998,train,4
2429,train,2
5025,train,3
9491,train,1
4394,train,4
4505,train,4
5995,train,3
12975,train,1
665,train,2
2964,train,3
13607,train,1
7642,train,1
5992,train,1
6793,train,4
10801,train,3
161,train,4
3237,train,1
10531,train,1
4909,train,1
7796,train,2
12567,train,4
12034,train,2
6738,train,2
1157,train,4
8343,train,2
13053,train,2
8781,train,4
7950,train,1
2989,train,3
13351,train,3
2100,train,4
3134,train,2
10383,train,1
10019,train,4
1420,train,4
10876,train,1
8524,train,4
371,train,4
28,train,3
2436,train,2
1342,train,3
78,train,4
5290,train,4
7684,train,1
7766,train,4
8486,train,3
9852,train,2
8150,train,4
14113,train,3
9834,train,3
5465,train,2
4402,train,2
9630,train,2
5235,train,4
6587,train,4
13563,train,3
11010,train,4
9819,train,4
11784,train,1
3652,train,3
1630,train,3
13442,train,3
3377,train,1
6825,train,1
1353,train,3
9999,train,4
1969,train,4
3369,train,2
7910,train,4
10782,train,3
662,train,1
13190,train,1
6690,train,2
1412,train,4
60,train,3
9576,train,4
2985,train,1
8311,train,2
9681,train,2
10342,train,4
2456,train,2
8275,train,2
7629,train,2
11159,train,4
4133,train,1
13552,train,3
930,train,4
5135,train,4
10237,train,2
12595,train,2
11230,train,4
12292,train,4
3406,train,1
7514,train,2
9312,train,3
1840,train,4
9093,train,1
2706,train,1
1591,train,4
7555,train,4
357,train,4
5522,train,3
3103,train,3
12422,train,1
8934,train,1
9470,train,3
11018,train,1
10035,train,3
8352,train,3
5580,train,1
9588,train,3
12787,train,1
3296,train,3
4072,train,2
3376,train,1
2108,train,3
4964,train,3
10563,train,1
6939,train,1
12839,train,2
4908,train,2
11049,train,4
12583,train,4
13626,train,2
1081,train,4
3352,train,2
13849,train,2
4335,train,3
9519,train,4
5317,train,4
155,train,4
2347,train,3
6659,train,4
12382,train,2
6070,train,1
8500,train,3
11691,train,3
9858,train,3
7167,train,4
856,train,1
3429,train,3
6005,train,1
7162,train,1
10008,train,3
6748,train,2
6707,train,2
8318,train,4
12872,train,1
4835,train,1
353,train,4
4444,train,4
5651,train,4
10498,train,1
10493,train,3
10856,train,3
324,train,4
2133,train,4
608,train,1
774,train,2
8051,train,2
551,train,4
3885,train,2
2592,train,4
10976,train,4
12374,train,1
12031,train,4
9879,train,3
8986,train,3
3262,train,2
3794,train,3
2374,train,2
8308,train,4
4013,train,4
7558,train,1
7004,train,3
9425,train,4
6569,train,2
793,train,3
10529,train,4
6121,train,1
10320,train,4
9123,train,3
386,train,4
7362,train,2
8000,train,4
7071,train,2
4592,train,3
10826,train,3
12856,train,4
584,train,1
13556,train,1
2737,train,1
1584,train,4
1976,train,1
3649,train,3
949,train,4
7378,train,1
228,train,4
8928,train,2
8839,train,4
9311,train,2
7708,train,1
11208,train,4
4700,train,3
8502,train,4
3205,train,1
14606,train,3
6852,train,1
3904,train,3
294,train,4
5345,train,3
13169,train,1
2513,train,1
2095,train,4
13120,train,1
4861,train,2
2790,train,2
210,train,4
10811,train,3
11193,train,4
5339,train,4
6979,train,2
11979,train,3
1498,train,3
9344,train,1
10475,train,3
1005,train,1
6380,train,4
3333,train,4
7352,train,1
5145,train,1
74,train,3
11615,train,2
658,train,1
11581,train,1
8948,train,4
7775,train,2
12269,train,4
4404,train,2
6123,train,2
5978,train,1
5360,train,4
3582,train,3
11204,train,3
13836,train,2
1360,train,1
3640,train,3
549,train,4
11235,train,2
7697,train,3
706,train,1
9956,train,3
1595,train,4
2452,train,4
9484,train,1
4996,train,1
377,train,4
5494,train,2
4082,train,1
3035,train,1
5846,train,3
7391,train,4
9018,train,4
3881,train,4
451,train,2
4474,train,1
7560,train,1
1688,train,1
3213,train,4
2453,train,2
4576,train,2
278,train,4
5402,train,3
10117,train,1
10116,train,2
9656,train,3
6427,train,1
7618,train,4
4956,train,2
5448,train,2
1185,train,2
3749,train,4
2068,train,4
6490,train,2
4127,train,2
12781,train,2
251,train,4
5715,train,1
7220,train,1
9186,train,3
7356,train,4
9744,train,3
8881,train,3
174,train,4
10808,train,3
4852,train,1
9569,train,2
2921,train,2
4075,train,2
335,train,4
302,train,4
3314,train,1
12499,train,1
10202,train,2
4073,train,2
3533,train,2
9701,train,4
8329,train,3
49,train,3
4166,train,1
10554,train,4
77,train,3
6832,train,1
2266,train,3
11131,train,3
10550,train,3
9618,train,4
13674,train,1
7757,train,1
4054,train,4
961,train,3
8023,train,3
2342,train,1
3009,train,4
8374,train,1
8151,train,4
7935,train,3
195,train,4
13086,train,1
11110,train,3
12737,train,1
8384,train,2
3757,train,2
2849,train,3
4364,train,3
14315,train,3
8423,train,1
2356,train,2
10678,train,4
5210,train,3
8982,train,2
13547,train,2
7452,train,3
8785,train,1
670,train,3
3668,train,2
14022,train,2
9583,train,4
6259,train,1
2962,train,2
6258,train,1
9167,train,4
6618,train,2
1369,train,3
10672,train,2
11558,train,1
901,train,2
10506,train,4
1766,train,2
2160,train,2
8283,train,2
10164,train,3
12988,train,2
11953,train,1
12900,train,2
464,train,2
6294,train,2
8688,train,4
4692,train,4
6547,train,1
12537,train,3
9816,train,3
2999,train,4
3661,train,3
13677,train,2
2563,train,4
5905,train,2
7141,train,4
6717,train,2
2497,train,4
480,train,2
9961,train,2
11687,train,1
11587,train,4
5499,train,4
5725,train,1
4971,train,2
5636,train,3
9266,train,3
5337,train,4
11752,train,3
1953,train,3
1861,train,4
6534,train,2
3625,train,3
2788,train,4
11462,train,3
406,train,4
6849,train,2
14589,train,3
1852,train,4
6528,train,3
10712,train,1
5574,train,1
781,train,1
6476,train,2
9981,train,4
1796,train,1
5489,train,2
3912,train,3
3598,train,1
1639,train,3
7562,train,2
10900,train,1
6550,train,2
7609,train,1
4544,train,3
4358,train,4
10273,train,1
12178,train,4
9518,train,4
6699,train,1
3452,train,3
8507,train,1
9327,train,1
1172,train,1
5106,train,2
9393,train,1
7439,train,3
11842,train,1
2244,train,2
10920,train,2
4052,train,4
13802,train,2
12080,train,1
8754,train,3
7196,train,3
2180,train,2
235,train,4
1789,train,1
4223,train,2
7191,train,2
5929,train,3
1582,train,4
9544,train,4
12037,train,3
5976,train,1
11288,train,4
1690,train,1
8777,train,3
10912,train,4
4420,train,3
365,train,4
11644,train,4
7640,train,2
3444,train,1
8190,train,2
2195,train,1
13471,train,1
3348,train,3
13565,train,1
7968,train,4
11410,train,2
7097,train,4
13206,train,2
7586,train,1
8572,train,3
9316,train,1
1273,train,1
1526,train,1
2174,train,2
3681,train,1
2575,train,4
2073,train,4
5847,train,4
3215,train,4
3131,train,3
2138,train,1
5921,train,2
7134,train,4
12881,train,2
5671,train,2
3537,train,1
13133,train,1
14583,train,3
14373,train,3
1929,train,4
1226,train,2
4784,train,2
9133,train,2
9,train,3
11097,train,4
1761,train,2
9648,train,2
11485,train,3
7238,train,3
12755,train,1
380,train,4
8883,train,3
8908,train,3
11898,train,3
14277,train,3
12986,train,2
2242,train,3
1802,train,4
12714,train,1
